,CUSTOMERID,GENERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVICO_TELEFONE,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,METODO_PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGO,CHURN
1467,8970-ANWXO,FEMININO,0,NAO,NAO,23,SIM,DSL,NAO,SIM,SIM,UM ANO,ENVIO POR CORREIO,73.75,1756.6,0
1468,9480-BQJEI,MASCULINO,0,NAO,NAO,62,SIM,FIBER OPTIC,SIM,NAO,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,92.3,5731.45,0
1469,5394-SVGJV,MASCULINO,0,NAO,NAO,37,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,98.8,3475.55,1
1470,6979-TNDEU,FEMININO,0,NAO,NAO,8,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.2,156.85,0
1471,9777-WJJPR,MASCULINO,0,SIM,NAO,31,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,88.65,2683.2,0
1472,9283-LZQOH,MASCULINO,0,SIM,SIM,13,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,74.4,896.75,1
1473,7079-QRCBC,FEMININO,0,NAO,NAO,24,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,98.75,2407.3,1
1474,9495-SKLKD,MASCULINO,0,SIM,SIM,45,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,95.95,4456.65,0
1475,6048-UWKAL,FEMININO,1,SIM,NAO,69,SIM,FIBER OPTIC,NAO,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,105.4,6998.95,0
1476,5067-DGXLL,MASCULINO,0,NAO,NAO,2,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.25,36.8,0
1477,5469-CTCWN,MASCULINO,0,SIM,SIM,61,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,ENVIO POR E-MAIL,106.0,6547.7,1
1478,9851-QXEEQ,MASCULINO,0,NAO,NAO,41,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,104.7,4346.4,1
1479,6281-FKEWS,FEMININO,0,NAO,NAO,44,SIM,DSL,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,49.05,2265.0,0
1480,8898-KASCD,MASCULINO,0,NAO,NAO,39,SIM,DSL,NAO,SIM,NAO,UM ANO,ENVIO POR CORREIO,35.55,1309.15,0
1481,9242-TKFSV,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.1,4754.3,0
1482,9290-SHCMB,FEMININO,1,NAO,NAO,13,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,96.85,1235.55,0
1483,0743-HNPFG,FEMININO,0,SIM,SIM,51,SIM,DSL,SIM,SIM,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,69.75,3562.5,0
1484,2277-BKJKN,FEMININO,1,SIM,NAO,71,SIM,FIBER OPTIC,NAO,NAO,SIM,DOIS ANOS,ENVIO POR E-MAIL,99.2,7213.75,0
1485,9809-IMGCQ,MASCULINO,1,NAO,NAO,22,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,96.7,2082.95,1
1486,5208-HFSBT,FEMININO,0,NAO,NAO,2,SIM,DSL,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,55.05,102.75,1
1487,5035-PGZXH,FEMININO,0,NAO,NAO,56,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,106.8,5914.4,0
1488,8695-WDYEA,MASCULINO,0,NAO,NAO,1,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,51.25,51.25,0
1489,6543-JXSOO,FEMININO,0,SIM,SIM,23,SIM,DSL,SIM,SIM,NAO,UM ANO,ENVIO POR CORREIO,57.75,1282.85,0
1490,8016-ZMGMO,FEMININO,1,SIM,NAO,66,SIM,DSL,NAO,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,70.85,4738.85,0
1491,8605-ITULD,FEMININO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.55,19.55,0
1492,3254-YRILK,MASCULINO,1,NAO,NAO,19,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,88.2,1775.8,1
1493,6416-YJTTB,MASCULINO,0,NAO,NAO,11,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,79.5,795.65,0
1494,2667-WYLWJ,FEMININO,0,SIM,SIM,8,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,19.75,145.0,1
1495,4472-VESGY,FEMININO,0,SIM,SIM,52,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,98.15,4993.4,0
1496,3195-TQDZX,MASCULINO,0,NAO,NAO,3,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,20.25,61.45,0
1497,3128-YOVTD,FEMININO,0,SIM,SIM,51,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,79.15,4018.55,0
1498,0529-ONKER,MASCULINO,1,NAO,NAO,15,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,75.65,1146.65,1
1499,1728-CXQBE,MASCULINO,1,SIM,NAO,64,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,94.25,6081.4,0
1500,7041-TXQJH,FEMININO,0,NAO,NAO,37,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,40.2,1478.85,0
1501,5014-GSOUQ,MASCULINO,0,NAO,NAO,13,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.95,243.65,0
1502,5724-BIDBU,MASCULINO,0,SIM,NAO,49,SIM,DSL,SIM,NAO,NAO,UM ANO,ENVIO POR E-MAIL,55.35,2633.95,0
1503,0481-SUMCB,FEMININO,1,NAO,NAO,45,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,102.15,4735.35,0
1504,1769-GRUIK,FEMININO,0,NAO,NAO,18,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,71.1,1247.75,0
1505,5240-IJOQT,MASCULINO,1,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,74.7,74.7,1
1506,8819-WFGGJ,MASCULINO,0,SIM,NAO,68,SIM,DSL,SIM,NAO,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,54.1,3794.5,0
1507,7427-AUFPY,MASCULINO,0,NAO,NAO,54,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,19.65,1008.7,0
1508,2811-POVEX,FEMININO,1,SIM,SIM,23,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,88.45,2130.55,0
1509,1092-GANHU,MASCULINO,0,NAO,NAO,17,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,76.65,1313.55,1
1510,7898-PDWQE,MASCULINO,0,SIM,NAO,71,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,80.4,5727.15,0
1511,9972-EWRJS,FEMININO,0,SIM,SIM,67,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.25,1372.9,0
1512,9314-IJWSQ,FEMININO,0,SIM,SIM,14,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,84.8,1203.9,0
1513,0661-XEYAN,FEMININO,1,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,25.8,25.8,1
1514,5799-JRCZO,FEMININO,0,NAO,SIM,63,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,19.5,1215.1,0
1515,1921-KYSAY,FEMININO,0,NAO,NAO,41,SIM,DSL,NAO,SIM,NAO,UM ANO,ENVIO POR E-MAIL,68.6,2877.05,0
1516,6198-RTPMF,FEMININO,0,SIM,NAO,17,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,92.6,1579.7,0
1517,2924-KHUVI,MASCULINO,0,SIM,NAO,56,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,ENVIO POR E-MAIL,100.55,5514.95,0
1518,1925-GMVBW,FEMININO,0,NAO,NAO,5,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,20.55,96.1,0
1519,7881-EVUAD,FEMININO,0,NAO,NAO,2,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,42.6,72.4,1
1520,6184-DYUOB,FEMININO,0,SIM,NAO,3,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.6,55.25,0
1521,9207-ZPANB,MASCULINO,0,NAO,NAO,37,SIM,DSL,SIM,SIM,NAO,UM ANO,ENVIO POR E-MAIL,67.45,2443.3,0
1522,5766-XQXMQ,FEMININO,0,NAO,NAO,29,SIM,DSL,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,68.85,1970.5,1
1523,9327-QSDED,MASCULINO,0,NAO,NAO,8,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,43.55,335.4,0
1524,1656-DRSMG,FEMININO,0,NAO,NAO,63,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,109.85,7002.95,0
1525,3012-VFFMN,FEMININO,0,SIM,SIM,7,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.65,158.95,0
1526,2984-AFWNC,FEMININO,0,NAO,NAO,3,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,95.4,293.15,0
1527,0640-YJTPY,MASCULINO,0,SIM,SIM,72,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,21.0,1493.75,0
1528,8096-LOIST,FEMININO,0,NAO,NAO,19,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,56.2,1093.4,0
1529,9764-REAFF,FEMININO,0,SIM,NAO,59,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,18.4,1057.85,0
1530,3703-VAVCL,MASCULINO,0,SIM,SIM,2,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,90.0,190.05,1
1531,7107-UBYKY,FEMININO,0,SIM,SIM,35,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,25.75,882.55,0
1532,4881-GQJTW,MASCULINO,0,NAO,NAO,14,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,19.6,300.4,0
1533,8519-QJGJD,FEMININO,0,NAO,NAO,14,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,75.35,1025.95,1
1534,7876-DNYAP,FEMININO,0,SIM,SIM,69,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,19.8,1436.95,0
1535,7905-NJMXS,MASCULINO,1,SIM,NAO,7,SIM,DSL,SIM,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,64.2,475.0,0
1536,2882-WDTBA,MASCULINO,0,SIM,SIM,69,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,75.75,5388.15,0
1537,2091-GPPIQ,FEMININO,0,SIM,SIM,72,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,ENVIO POR E-MAIL,78.95,5730.15,0
1538,6326-MTTXK,MASCULINO,0,NAO,NAO,8,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,100.85,819.55,1
1539,5071-FBJFS,FEMININO,0,SIM,SIM,4,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,50.3,217.1,0
1540,2796-UUZZO,MASCULINO,0,SIM,SIM,63,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,80.3,4896.35,0
1541,2429-AYKKO,MASCULINO,0,NAO,NAO,72,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.85,1434.1,0
1542,9798-OPFEM,FEMININO,0,NAO,NAO,46,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR E-MAIL,21.1,937.1,0
1543,0330-IVZHA,FEMININO,0,SIM,NAO,5,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,69.95,330.15,1
1544,3794-NFNCH,MASCULINO,0,SIM,NAO,30,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,50.0,1474.9,0
1545,5193-QLVZB,MASCULINO,0,NAO,NAO,63,SIM,FIBER OPTIC,NAO,NAO,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,104.75,6536.5,0
1546,7114-AEOZE,FEMININO,0,NAO,NAO,60,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.85,1128.1,0
1547,2886-KEFUM,FEMININO,0,SIM,NAO,63,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,107.5,6873.75,1
1548,5522-NYKPB,MASCULINO,0,SIM,SIM,25,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,85.9,2199.05,0
1549,4237-RLAQD,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,45.85,45.85,1
1550,9957-YODKZ,MASCULINO,1,SIM,NAO,6,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,80.8,457.1,0
1551,6518-KZXCB,MASCULINO,0,NAO,NAO,22,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,25.25,566.5,0
1552,2245-ADZFJ,FEMININO,0,SIM,SIM,31,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,80.55,2471.6,0
1553,7776-QGYJC,FEMININO,0,SIM,SIM,39,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,81.5,3107.3,0
1554,9313-QOLTZ,MASCULINO,0,NAO,NAO,26,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.9,518.3,0
1555,9651-GTSAQ,FEMININO,0,SIM,NAO,53,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,106.1,5769.75,1
1556,3186-BAXNB,FEMININO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,91.7,91.7,1
1557,4672-FOTSD,MASCULINO,0,NAO,NAO,12,SIM,DSL,SIM,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,67.25,832.3,0
1558,0637-YLETY,FEMININO,0,NAO,NAO,16,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,95.6,1555.65,1
1559,9818-XQCUV,FEMININO,0,NAO,NAO,2,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.35,45.3,0
1560,7338-ERIVA,MASCULINO,0,NAO,SIM,39,SIM,DSL,SIM,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,45.05,1790.6,0
1561,1157-BQCUW,MASCULINO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,74.95,74.95,1
1562,8259-NFJTV,FEMININO,0,SIM,SIM,7,SIM,DSL,SIM,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,34.65,246.6,0
1563,3223-DWFIO,MASCULINO,1,NAO,NAO,4,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,69.35,261.65,0
1564,2660-EMUBI,MASCULINO,1,NAO,NAO,10,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,95.35,898.35,1
1565,6968-GMKPR,FEMININO,0,NAO,NAO,55,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,81.55,4509.5,0
1566,4751-ERMAN,MASCULINO,0,SIM,SIM,72,SIM,DSL,NAO,NAO,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,75.4,5480.25,0
1567,1436-ZMJAN,FEMININO,0,SIM,NAO,10,SIM,DSL,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,67.8,653.15,0
1568,3292-PBZEJ,MASCULINO,1,NAO,NAO,11,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,111.4,1183.05,0
1569,0799-DDIHE,FEMININO,0,SIM,SIM,15,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,46.3,639.45,0
1570,3070-FNFZQ,FEMININO,0,SIM,SIM,23,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.4,478.75,0
1571,2812-SFXMJ,MASCULINO,0,NAO,SIM,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.05,20.05,0
1572,7675-OZCZG,FEMININO,1,NAO,NAO,3,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,45.0,127.1,1
1573,5014-WUQMG,MASCULINO,0,SIM,SIM,47,SIM,FIBER OPTIC,SIM,NAO,NAO,UM ANO,ENVIO POR E-MAIL,96.1,4391.45,0
1574,5312-TSZVC,FEMININO,0,NAO,SIM,15,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,19.65,270.6,0
1575,2003-CKLOR,MASCULINO,0,NAO,NAO,66,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,99.5,6710.5,1
1576,0993-OSGPT,FEMININO,1,SIM,NAO,68,SIM,DSL,NAO,SIM,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,60.65,3975.9,0
1577,9254-RBFON,FEMININO,0,SIM,SIM,17,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,98.6,1704.95,1
1578,1205-WNWPJ,FEMININO,0,NAO,NAO,7,SIM,DSL,NAO,SIM,SIM,MES-A-MES,ENVIO POR CORREIO,59.5,415.95,1
1579,9391-EOYLI,MASCULINO,1,SIM,NAO,12,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,80.45,950.2,1
1580,7108-DGVUU,FEMININO,1,SIM,NAO,21,SIM,DSL,NAO,NAO,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,71.7,1497.05,0
1581,2782-JEEBU,MASCULINO,0,NAO,NAO,21,SIM,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,36.0,780.15,0
1582,5127-BZENZ,FEMININO,0,SIM,SIM,56,SIM,DSL,SIM,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.2,3512.15,0
1583,2720-FVBQP,FEMININO,0,SIM,SIM,6,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,48.95,273.25,0
1584,9906-NHHVC,FEMININO,1,NAO,NAO,65,SIM,DSL,NAO,NAO,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,53.5,3517.9,0
1585,4522-XRWWI,MASCULINO,0,SIM,NAO,42,SIM,DSL,SIM,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,80.45,3375.9,0
1586,3766-EJLFL,FEMININO,0,SIM,SIM,68,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,109.05,7508.55,0
1587,5939-SXWHM,MASCULINO,0,SIM,SIM,48,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,26.3,1245.05,0
1588,8152-UOBNY,FEMININO,1,NAO,NAO,50,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,ENVIO POR E-MAIL,106.8,5347.95,0
1589,7351-KYHQH,FEMININO,1,NAO,NAO,7,SIM,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,64.95,493.65,0
1590,7643-RCHXS,FEMININO,0,SIM,SIM,63,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR E-MAIL,19.35,1263.85,0
1591,8246-SHFGA,MASCULINO,0,NAO,NAO,17,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,21.1,385.55,0
1592,8387-MOJJT,FEMININO,0,SIM,SIM,42,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,77.95,3384.0,1
1593,0620-XEFWH,MASCULINO,0,SIM,SIM,4,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,18.85,84.2,0
1594,6485-QXWWE,FEMININO,0,NAO,SIM,62,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,26.0,1638.7,0
1595,2761-OCIAX,MASCULINO,1,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,74.7,165.4,1
1596,7321-VGNKU,FEMININO,0,SIM,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,70.35,120.25,0
1597,5327-CNLUQ,MASCULINO,0,SIM,NAO,48,SIM,FIBER OPTIC,SIM,NAO,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,96.9,4473.45,0
1598,7552-KEYGT,MASCULINO,0,SIM,NAO,27,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.55,520.55,0
1599,5816-JMLGY,FEMININO,0,SIM,SIM,70,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,80.4,5717.85,0
1600,3068-OMWZA,MASCULINO,1,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,88.8,88.8,1
1601,2927-QRRQV,MASCULINO,0,SIM,NAO,46,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,94.65,4312.5,0
1602,6032-KRXXO,MASCULINO,0,NAO,NAO,30,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,90.25,2755.35,1
1603,7459-RRWQZ,FEMININO,0,NAO,NAO,15,SIM,DSL,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,64.65,994.55,1
